Price,Close,High,Low,Open,Volume
Ticker,BOVA11.SA,BOVA11.SA,BOVA11.SA,BOVA11.SA,BOVA11.SA
Datetime,,,,,
2025-03-31 13:05:00+00:00,127.77999877929688,127.93000030517578,127.77999877929688,127.93000030517578,8855
2025-03-31 13:10:00+00:00,127.91999816894531,127.97000122070312,127.77999877929688,127.77999877929688,110746
2025-03-31 13:15:00+00:00,127.73999786376953,128.0,127.5999984741211,127.91000366210938,84070
2025-03-31 13:20:00+00:00,127.7300033569336,127.80999755859375,127.62000274658203,127.73999786376953,66035
2025-03-31 13:25:00+00:00,127.62000274658203,127.7300033569336,127.5,127.69999694824219,41503
2025-03-31 13:30:00+00:00,127.62999725341797,127.72000122070312,127.55000305175781,127.61000061035156,38941
2025-03-31 13:35:00+00:00,127.41000366210938,127.69999694824219,127.37999725341797,127.62000274658203,39972
2025-03-31 13:40:00+00:00,127.20999908447266,127.41000366210938,127.16000366210938,127.41000366210938,147404
2025-03-31 13:45:00+00:00,127.29000091552734,127.41000366210938,127.19999694824219,127.22000122070312,77970
2025-03-31 13:50:00+00:00,127.4000015258789,127.4000015258789,127.2699966430664,127.29000091552734,41655
2025-03-31 13:55:00+00:00,127.56999969482422,127.58999633789062,127.3499984741211,127.38999938964844,73580
2025-03-31 14:00:00+00:00,127.80999755859375,127.83000183105469,127.45999908447266,127.56999969482422,62470
2025-03-31 14:05:00+00:00,127.62000274658203,127.80000305175781,127.62000274658203,127.80000305175781,15192
2025-03-31 14:10:00+00:00,127.62999725341797,127.7300033569336,127.56999969482422,127.62000274658203,44855
2025-03-31 14:15:00+00:00,127.58999633789062,127.70999908447266,127.52999877929688,127.62999725341797,38990
2025-03-31 14:20:00+00:00,127.6500015258789,127.69000244140625,127.5199966430664,127.58999633789062,18246
2025-03-31 14:25:00+00:00,127.61000061035156,127.69999694824219,127.48999786376953,127.61000061035156,20562
2025-03-31 14:30:00+00:00,127.70999908447266,127.75,127.5999984741211,127.62000274658203,37821
2025-03-31 14:35:00+00:00,127.69000244140625,127.77999877929688,127.66000366210938,127.70999908447266,49442
2025-03-31 14:40:00+00:00,127.69000244140625,127.7300033569336,127.58999633789062,127.69000244140625,46613
2025-03-31 14:45:00+00:00,127.66000366210938,127.73999786376953,127.63999938964844,127.70999908447266,31304
2025-03-31 14:50:00+00:00,127.58000183105469,127.69000244140625,127.52999877929688,127.66000366210938,34675
2025-03-31 14:55:00+00:00,127.6500015258789,127.6500015258789,127.52999877929688,127.55999755859375,38811
2025-03-31 15:00:00+00:00,127.55000305175781,127.6500015258789,127.52999877929688,127.6500015258789,23768
2025-03-31 15:05:00+00:00,127.5,127.55000305175781,127.44999694824219,127.55000305175781,29783
2025-03-31 15:10:00+00:00,127.44000244140625,127.54000091552734,127.30999755859375,127.51000213623047,47615
2025-03-31 15:15:00+00:00,127.36000061035156,127.44000244140625,127.33999633789062,127.43000030517578,21503
2025-03-31 15:20:00+00:00,127.31999969482422,127.4000015258789,127.31999969482422,127.3499984741211,20411
2025-03-31 15:25:00+00:00,127.19000244140625,127.3499984741211,127.18000030517578,127.33000183105469,141571
2025-03-31 15:30:00+00:00,127.1500015258789,127.2300033569336,127.1500015258789,127.19000244140625,40365
2025-03-31 15:35:00+00:00,127.1500015258789,127.19000244140625,127.11000061035156,127.16000366210938,48322
2025-03-31 15:40:00+00:00,127.20999908447266,127.20999908447266,127.12000274658203,127.13999938964844,50424
2025-03-31 15:45:00+00:00,127.29000091552734,127.31999969482422,127.19999694824219,127.19999694824219,70046
2025-03-31 15:50:00+00:00,127.2699966430664,127.31999969482422,127.25,127.29000091552734,76946
2025-03-31 15:55:00+00:00,127.26000213623047,127.30999755859375,127.2300033569336,127.2699966430664,88086
2025-03-31 16:00:00+00:00,127.29000091552734,127.30000305175781,127.2300033569336,127.26000213623047,67089
2025-03-31 16:05:00+00:00,127.20999908447266,127.30000305175781,127.19000244140625,127.27999877929688,52847
2025-03-31 16:10:00+00:00,127.18000030517578,127.20999908447266,127.12999725341797,127.19999694824219,64101
2025-03-31 16:15:00+00:00,127.26000213623047,127.29000091552734,127.1500015258789,127.18000030517578,88621
2025-03-31 16:20:00+00:00,127.26000213623047,127.29000091552734,127.20999908447266,127.26000213623047,36017
2025-03-31 16:25:00+00:00,127.26000213623047,127.30999755859375,127.23999786376953,127.26000213623047,41131
2025-03-31 16:30:00+00:00,127.23999786376953,127.29000091552734,127.19000244140625,127.26000213623047,36824
2025-03-31 16:35:00+00:00,127.31999969482422,127.33000183105469,127.19999694824219,127.2300033569336,33918
2025-03-31 16:40:00+00:00,127.27999877929688,127.3499984741211,127.26000213623047,127.31999969482422,32039
2025-03-31 16:45:00+00:00,127.36000061035156,127.36000061035156,127.23999786376953,127.27999877929688,29653
2025-03-31 16:50:00+00:00,127.38999938964844,127.4000015258789,127.33999633789062,127.36000061035156,28804
2025-03-31 16:55:00+00:00,127.29000091552734,127.38999938964844,127.26000213623047,127.38999938964844,44850
2025-03-31 17:00:00+00:00,127.23999786376953,127.30000305175781,127.20999908447266,127.29000091552734,53451
2025-03-31 17:05:00+00:00,127.22000122070312,127.27999877929688,127.19999694824219,127.23999786376953,50932
2025-03-31 17:10:00+00:00,127.19999694824219,127.2300033569336,127.12999725341797,127.2300033569336,76018
2025-03-31 17:15:00+00:00,127.11000061035156,127.19999694824219,127.08999633789062,127.19999694824219,64634
2025-03-31 17:20:00+00:00,127.0999984741211,127.1500015258789,127.0199966430664,127.11000061035156,85192
2025-03-31 17:25:00+00:00,127.11000061035156,127.12000274658203,127.01000213623047,127.0999984741211,36626
2025-03-31 17:30:00+00:00,127.2300033569336,127.2300033569336,127.11000061035156,127.11000061035156,29647
2025-03-31 17:35:00+00:00,127.29000091552734,127.29000091552734,127.19999694824219,127.2300033569336,25076
2025-03-31 17:40:00+00:00,127.33999633789062,127.37000274658203,127.26000213623047,127.29000091552734,38470
2025-03-31 17:45:00+00:00,127.3499984741211,127.37000274658203,127.29000091552734,127.33999633789062,27516
2025-03-31 17:50:00+00:00,127.38999938964844,127.38999938964844,127.33999633789062,127.3499984741211,28109
2025-03-31 17:55:00+00:00,127.33000183105469,127.44000244140625,127.33000183105469,127.38999938964844,27835
2025-03-31 18:00:00+00:00,127.43000030517578,127.44999694824219,127.33000183105469,127.33999633789062,58454
2025-03-31 18:05:00+00:00,127.55999755859375,127.55999755859375,127.4000015258789,127.43000030517578,51608
2025-03-31 18:10:00+00:00,127.66999816894531,127.7699966430664,127.55000305175781,127.55999755859375,58552
2025-03-31 18:15:00+00:00,127.81999969482422,127.93000030517578,127.66000366210938,127.66999816894531,40258
2025-03-31 18:20:00+00:00,127.77999877929688,127.83999633789062,127.63999938964844,127.80999755859375,25276
2025-03-31 18:25:00+00:00,127.72000122070312,127.80999755859375,127.66000366210938,127.77999877929688,71751
2025-03-31 18:30:00+00:00,127.76000213623047,127.83000183105469,127.69999694824219,127.7300033569336,28912
2025-03-31 18:35:00+00:00,127.69999694824219,127.81999969482422,127.69999694824219,127.7699966430664,25750
2025-03-31 18:40:00+00:00,127.5199966430664,127.72000122070312,127.5199966430664,127.70999908447266,29285
2025-03-31 18:45:00+00:00,127.58999633789062,127.61000061035156,127.47000122070312,127.52999877929688,33950
2025-03-31 18:50:00+00:00,127.55000305175781,127.62999725341797,127.52999877929688,127.58999633789062,36057
2025-03-31 18:55:00+00:00,127.55999755859375,127.58000183105469,127.5,127.55999755859375,43059
2025-03-31 19:00:00+00:00,127.58999633789062,127.62000274658203,127.52999877929688,127.55999755859375,49106
2025-03-31 19:05:00+00:00,127.61000061035156,127.6500015258789,127.58999633789062,127.58999633789062,74236
2025-03-31 19:10:00+00:00,127.58000183105469,127.66999816894531,127.58000183105469,127.62000274658203,46396
2025-03-31 19:15:00+00:00,127.58999633789062,127.66000366210938,127.58000183105469,127.58999633789062,47254
2025-03-31 19:20:00+00:00,127.52999877929688,127.5999984741211,127.52999877929688,127.58999633789062,41841
2025-03-31 19:25:00+00:00,127.44999694824219,127.54000091552734,127.41000366210938,127.54000091552734,190220
2025-03-31 19:30:00+00:00,127.58999633789062,127.58999633789062,127.41999816894531,127.44999694824219,591694
2025-03-31 19:35:00+00:00,127.5,127.62000274658203,127.5,127.58999633789062,327382
2025-03-31 19:40:00+00:00,127.55000305175781,127.5999984741211,127.48999786376953,127.5,180019
2025-03-31 19:45:00+00:00,127.4800033569336,127.5999984741211,127.47000122070312,127.55000305175781,35755
2025-03-31 19:50:00+00:00,127.44000244140625,127.55999755859375,127.3499984741211,127.5,212725
2025-04-01 13:05:00+00:00,127.12999725341797,127.23999786376953,127.12999725341797,127.1500015258789,4976
2025-04-01 13:10:00+00:00,127.0999984741211,127.13999938964844,126.94999694824219,127.11000061035156,60440
2025-04-01 13:15:00+00:00,127.0,127.12999725341797,127.0,127.11000061035156,11647
2025-04-01 13:20:00+00:00,127.08999633789062,127.18000030517578,126.94000244140625,126.98999786376953,111850
2025-04-01 13:25:00+00:00,127.58000183105469,127.62999725341797,127.08999633789062,127.08999633789062,96487
2025-04-01 13:30:00+00:00,127.66999816894531,127.69999694824219,127.44000244140625,127.5999984741211,74471
2025-04-01 13:35:00+00:00,127.58000183105469,127.66000366210938,127.43000030517578,127.63999938964844,15393
2025-04-01 13:40:00+00:00,127.51000213623047,127.6500015258789,127.5,127.5999984741211,44356
2025-04-01 13:45:00+00:00,127.4800033569336,127.5999984741211,127.43000030517578,127.51000213623047,65387
2025-04-01 13:50:00+00:00,127.63999938964844,127.77999877929688,127.41999816894531,127.48999786376953,73009
