Date,Close,High,Low,Open,Volume,Retorno_Pct,SMA_20,SMA_50,RSI,MACD,MACD_Signal,MACD_Histogram,Volume_Delta,BB_Upper,BB_Middle,BB_Lower,Stoch_K,Stoch_D,ATR
2020-09-03 21:00:00-03:00,47.52956008911133,47.53741619443314,46.12308044432059,46.91667896607932,26636700,0.01972362777583081,48.2956563949585,47.16575889587402,43.517114661011504,-0.046422977472076354,0.16829385254253929,-0.21471683001461564,26636700,49.97538289941767,48.2956563949585,46.61592989049933,34.55600293289226,27.649163216126464,1.2925444007632148
2020-09-07 21:00:00-03:00,46.57095336914063,46.95596547456234,46.28808561972173,46.822390702542,14663800,-0.020168642801941417,48.18054485321045,47.22296096801758,36.27801462520665,-0.14878973628246683,0.10487641067835746,-0.2536661469608243,-14663800,50.00309853778699,48.18054485321045,46.35799116863391,11.003855022691805,18.301269155891053,1.2987183552977457
2020-09-08 21:00:00-03:00,47.1445426940918,47.40383911764656,46.64952415654043,47.06596965521603,16481700,0.012316460872180635,48.16954441070557,47.287077560424805,41.38424214506705,-0.18228930807554633,0.04744274230632443,-0.22973205038187075,16481700,50.01534301870569,48.16954441070557,46.323745802705446,27.08328459697491,24.214380850852994,1.2712173274641034
2020-09-09 21:00:00-03:00,45.989501953125,47.30169332661293,45.82449676763154,47.144544246318,19431400,-0.024499988226878044,48.05286159515381,47.34977981567383,35.04731240509017,-0.29713860591117935,-0.02147403094706107,-0.2756645749641183,-19431400,50.13738146632097,48.05286159515381,45.96834172398665,4.365888868215136,14.15100949596062,1.2740235126774562
2020-09-10 21:00:00-03:00,48.67673873901367,48.95174736006341,47.01882191602171,47.18382708865155,46057000,0.05843152614759006,48.11572093963623,47.45129768371582,49.28362983511954,-0.17245856996937903,-0.05167111528387747,-0.12078745468550156,46057000,50.19564630296697,48.11572093963623,46.035795576305496,75.4677583923966,35.63897728586222,1.404793720832462
2020-09-13 21:00:00-03:00,48.64531326293945,49.77678127242272,48.22887073812253,49.344623539469566,35710200,-0.000645595347763761,48.13772201538086,47.555801467895506,46.86194047067337,-0.07529837885134327,-0.05639659009749599,-0.018901788753847286,-35710200,50.23090339451997,48.13772201538086,46.04454063624175,71.37179754869278,50.401814936434846,1.4631637257009125
2020-09-14 21:00:00-03:00,49.18747329711914,50.01250521930971,48.833891613173925,49.2739054411482,32570600,0.011145164822953912,48.15225811004639,47.65056198120117,53.04725228441644,0.04437931141664819,-0.036241334384902735,0.08062064580155093,-32570600,50.27150899747816,48.15225811004639,46.03300722261462,80.30013712460463,75.71323102189801,1.453623156223818
2020-09-15 21:00:00-03:00,47.906715393066406,49.10890031358476,47.65527806325041,48.96746644089208,28843500,-0.026038294268873274,48.07014808654785,47.72285026550293,47.78158909917284,0.03663307843005725,-0.021666408196892396,0.05829948662694965,-28843500,50.08629933223855,48.07014808654785,46.05399684085715,49.71858699569973,67.13017388966573,1.5007677114149343
2020-09-16 21:00:00-03:00,48.77889251708984,49.046042071423045,47.23097893833825,47.458844967190224,31397500,0.01820573831596195,48.05796928405762,47.7976530456543,53.637914973293924,0.09897767555393244,0.002462466330448534,0.0965152092234839,31397500,50.05272824177184,48.05796928405762,46.0632103263434,70.54416875100735,66.85429762377058,1.5265849169846781
2020-09-17 21:00:00-03:00,48.448875427246094,49.58034338464923,48.448875427246094,49.09318394432738,33143800,-0.006765571598988607,48.00728893280029,47.87999885559082,51.5695134383159,0.12062111869337855,0.026094242072523217,0.09452687662085534,-33143800,49.90073086051568,48.00728893280029,46.11384700508491,62.664120426092865,60.97562539093332,1.5473509069281601
2020-09-20 21:00:00-03:00,47.1445426940918,48.23672412025917,46.704525883227326,47.96957159176454,53120800,-0.026921837125259307,47.9208568572998,47.927614822387696,50.88495753444412,0.03310482923382807,0.027496361653526192,0.005608467580301878,-53120800,49.80567026215241,47.9208568572998,46.036043452447196,31.51965765330072,54.90931561013365,1.5894442861455746
2020-09-21 21:00:00-03:00,47.32259750366211,47.707331936179465,46.78232927343176,47.59273005744378,23996200,0.003776785167387553,47.813469886779785,47.96810577392578,45.27506201532528,-0.021748432058778633,0.017647390836262142,-0.039395822895040775,-23996200,49.56671434038378,47.813469886779785,46.06022543317579,35.77119657985099,43.31832488641485,1.53709302497596
2020-09-22 21:00:00-03:00,48.37857437133789,48.79605621421765,46.70865636781989,47.20799268096313,37365600,0.022314431653800648,47.81152610778808,47.96607116699219,50.73124432833613,0.01910298642260244,0.01793851023905928,0.001164476183543161,37365600,49.56203518482174,47.81152610778808,46.06101703075443,60.98549306133593,42.75878243149588,1.5728215919302702
2020-09-23 21:00:00-03:00,48.01839447021485,48.93521258575111,47.83830402652015,48.86153950630027,31607500,-0.007445029247005519,47.786466407775876,47.955418548583985,55.74810726976588,0.02236489131708197,0.01882378714928547,0.0035411041677964987,-31607500,49.50841280191307,47.786466407775876,46.064520013638685,52.3852262452861,49.71397196215767,1.5125448115250129
2020-09-24 21:00:00-03:00,48.50136566162109,48.66508397615155,47.64184841367009,47.7646348075676,27582200,0.010058045395620496,47.823270606994626,47.98066925048828,54.11345344206823,0.06293283797931082,0.027645602852834007,0.035287235126476815,27582200,49.57452659201482,47.823270606994626,46.07201462197443,63.91746637753094,59.09606189471766,1.484609083837078
2020-09-27 21:00:00-03:00,48.11662673950195,49.31176821614133,48.05114128912923,49.06618918990926,30265400,-0.007932537916629734,47.82865905761719,47.983767395019534,56.87659169756295,0.06349647847636675,0.03481578157817586,0.02868069689819089,-30265400,49.58297990551034,47.82865905761719,46.07433820972403,54.73078668100442,57.011159767940484,1.4859771165243996
